date_str,year,revenue,cogs,revenue_cal_median,revenue_cal_resid,revenue_robust_z,cogs_robust_z,gross_margin_rate,sessions,orders_count,orders_per_1000_sessions,expected_orders_per_1000_sessions,active_promo_count,promo_flag,avg_promo_discount_value,promo_discount_value,promo_impact_score,promo_projected_flag,promo_order_share,promo_discount_rate,promo_margin_pressure_actual,promo_margin_pressure,is_holiday,is_tet_window,is_hung_kings_day,is_lunar_holiday,is_black_friday_window,is_double_day_sale,is_1111_1212,is_year_end_window,is_new_year_window,is_payday_window,is_month_start,is_month_end,stockout_rate,stockout_sku_days,active_sku_days,fill_rate,stock_pressure_index,expected_lost_sales_index,cod_order_share,cancel_rate,top_product_revenue_share,units,discount_amount,gross_before_discount,revenue_shock_7d,cogs_shock_7d
2016-09-01,2016,12403544.62,10116739.78,3168900.6,9234644.02,8.935915118992487,7.228429565088787,0.18436704265268325,21640.0,476.0,21.996303142329023,9.432531559194814,1.0,1.0,10.0,10.0,10.0,0.0,0.0378151260504201,0.1000000352779437,0.0037815139390819,2.497895269242834,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.5550991047127014,0.1365546218487394,0.088235294117647,0.8380009291738743,2511.0,51023.4,12403544.62,0.176388368699659,0.1805619672868665
2016-08-28,2016,15158669.18,12249721.23,3068330.2800000003,12090338.899999999,8.547266855060581,8.666425082681316,0.19189995608836152,30591.0,567.0,18.53486319505737,7.32345207306492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069575658726665,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.8079088554832187,0.1428571428571428,0.0828924162257495,0.8730768105594345,2837.0,0.0,15158669.18,0.2376597595996001,0.2395792286982909
2016-08-29,2016,14043471.1,11328872.12,3646382.12,10397088.98,8.33399974443627,7.790964194282426,0.19329971633579968,27102.0,525.0,19.371264113349568,7.461567304086989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069403206263066,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7916997121949796,0.1733333333333333,0.0914285714285714,0.8635539806109616,2775.0,0.0,14043471.1,1.1002252554945795,1.1102178385661692
2015-03-30,2015,14251354.04,12890205.46,4491777.525,9759576.514999999,7.752658918732547,6.592315938804802,0.09551012319107317,21988.0,613.0,27.8788430052756,8.880139982502188,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1199999975581267,0.1199999975581267,2.5649493574615367,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7599301025343372,0.1435562805872756,0.0750407830342577,0.8516514075517764,3058.0,1710162.45,14251354.04,0.0111502507123829,0.0051755299041309
2017-03-31,2017,16556662.03,15209810.1,4222008.1450000005,12334653.884999998,7.637360448422021,7.15531212173662,0.08134803546509306,24915.0,656.0,26.32952036925547,9.373668512995312,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1199999943466865,0.1199999943466865,2.5737524459472527,0,0,0,0,0,0,0,0,0,1,0,1,0.6732673267326733,340.0,505.0,0.9605922772277228,16774.455445544554,0.6226260709844413,0.1570121951219512,0.0792682926829268,0.8735417834425327,3350.0,1986799.35,16556662.03,1.0367852562353124,1.0617961228999706
2016-08-30,2016,13812380.3,11037531.68,3269420.725,10542959.575000001,7.350803169179199,6.101775401525928,0.20089575871292806,27808.0,498.0,17.908515535097813,7.61844628514123,1.0,1.0,10.0,10.0,10.0,0.0,0.0140562248995983,0.099999981474595,0.0014056222295625,2.4013403064602192,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.8086468444707159,0.1265060240963855,0.0823293172690763,0.8687186266834176,2527.0,32387.95,13812380.3,0.65643385637784,0.6633534382519174
2012-12-28,2012,8573663.31,6682336.48,2020947.6400000001,6552715.67,6.992955609323856,5.091862170032229,0.2205972828200551,0.0,558.0,0.0,6.315190749659397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6735036898915356,0.1415770609318996,0.0663082437275985,0.5705135906485695,3334.0,0.0,8573663.31,0.3530545942228368,0.3372036527595255
2018-06-01,2018,19245165.78,15287542.6,5475155.765000001,13770010.015,6.6581083476770235,5.351339925990635,0.2056424571885398,47179.0,725.0,15.367006507132407,7.203991936816364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9106366024660952,0.1517241379310344,0.1006896551724138,0.8355221131277778,3466.0,0.0,19245165.78,0.7671977976558413,0.7936927913088094
2015-03-31,2015,14813965.34,13306811.36,4693887.34,10120078.0,6.578985393865565,5.8787082995755915,0.10173872730284114,23712.0,624.0,26.31578947368421,10.65284517623316,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1200000046712678,0.1200000046712678,2.579825390673101,0,0,0,0,0,0,0,0,0,1,0,1,0.6131687242798354,298.0,486.0,0.963785390946502,14539.456790123457,0.7169284358642102,0.1314102564102564,0.094551282051282,0.8663207602625312,3234.0,1777675.91,14813965.34,0.9475104785181884,0.9594285352856472
2014-08-31,2014,11951398.65,9415326.58,3068330.2800000003,8883068.370000001,6.279886484417575,5.939198120148392,0.2121987680496291,26386.0,460.0,17.43348745546881,7.3861658168583615,1.0,1.0,10.0,10.0,10.0,0.0,0.1108695652173913,0.1000000083896143,0.011086957451892,2.40124465266078,0,0,0,0,0,0,0,0,0,1,0,1,0.6466019417475728,333.0,515.0,0.960001359223301,17061.238834951455,0.8291379257517291,0.1739130434782608,0.0652173913043478,0.8696135406695776,2468.0,119195.0,11951398.65,0.3433529904952798,0.3261122911053343
2018-08-28,2018,12207075.48,9954369.46,3269420.725,8937654.755,6.231546315881945,5.20634929993172,0.18454100850697774,33919.0,384.0,11.321088475485716,7.456100320568997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041478447766297,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7367086162483466,0.1458333333333333,0.0833333333333333,0.8158473375803194,1906.0,0.0,12207075.48,0.1523621948846251,0.134248406278841
2014-03-31,2014,12312523.89,11321960.71,4491777.525,7820746.365,6.212521513056902,5.462399576302628,0.0804516757774185,23037.0,583.0,25.30711464166341,7.559250624398208,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1199999994477168,0.1199999994477168,2.576772015738113,0,0,0,0,0,0,0,0,0,1,0,1,0.6673596673596673,321.0,481.0,0.958212681912682,15373.964656964656,0.8214115573693366,0.1252144082332761,0.072041166380789,0.85731194469126,2947.0,1477502.86,12312523.89,0.6553601007801306,0.6584803744079183
2016-01-30,2016,6920879.78,5546795.93,2232673.4000000004,4688206.38,6.109813629747014,5.734139354301039,0.19854178857012317,12513.0,249.0,19.899304723087987,9.216891578383072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.374921478569182,0.1606425702811245,0.1004016064257028,0.8278421966751748,1328.0,0.0,6920879.78,0.0399412965740531,0.0285537604875857
2017-06-02,2017,17528852.88,14154253.77,5475155.765000001,12053697.114999998,5.828232607988552,4.790012944014443,0.19251682543644005,34130.0,647.0,18.956929387635512,7.188195643817847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.897670583214598,0.1236476043276661,0.0834621329211746,0.8997342956762839,3167.0,0.0,17528852.88,0.5093530251384687,0.5065810852826867
2014-03-30,2014,12784107.1,11757805.12,4240123.5,8543983.6,5.765895022979368,5.289753231041558,0.08027951987354678,21014.0,577.0,27.45788521937756,10.05789135138296,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1200000053191043,0.1200000053191043,2.5649493574615367,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7410560789310319,0.1594454072790294,0.0797227036395147,0.8571638209259573,3008.0,1534092.92,12784107.1,0.031912293700639,0.0357685233134199
2016-12-29,2016,7928143.58,7951767.41,2326824.81,5601318.77,5.738472865670923,7.067277309364595,-0.0029797429576824182,15158.0,479.0,31.60047499670141,11.5549686365137,1.0,1.0,20.0,20.0,40.0,0.0,1.0,0.199999994197885,0.199999994197885,3.244522436384991,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.4637458138590144,0.1524008350730689,0.0939457202505219,0.7894356877436177,2723.0,1585628.67,7928143.58,0.8633802086918168,0.8580219884496274
