date_str,year,revenue,cogs,revenue_cal_median,revenue_cal_resid,revenue_robust_z,cogs_robust_z,gross_margin_rate,sessions,orders_count,orders_per_1000_sessions,expected_orders_per_1000_sessions,active_promo_count,promo_flag,avg_promo_discount_value,promo_discount_value,promo_impact_score,promo_projected_flag,promo_order_share,promo_discount_rate,promo_margin_pressure_actual,promo_margin_pressure,is_holiday,is_tet_window,is_hung_kings_day,is_lunar_holiday,is_black_friday_window,is_double_day_sale,is_1111_1212,is_year_end_window,is_new_year_window,is_payday_window,is_month_start,is_month_end,stockout_rate,stockout_sku_days,active_sku_days,fill_rate,stock_pressure_index,expected_lost_sales_index,cod_order_share,cancel_rate,top_product_revenue_share,units,discount_amount,gross_before_discount,revenue_shock_7d,cogs_shock_7d
2018-05-30,2018,20905271.35,16535857.67,7168556.6850000005,13736714.665000001,4.1337821018613194,4.234711258012011,0.20901013944504487,39158.0,803.0,20.50666530466316,11.417290273071018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.8081382480789968,0.1594022415940224,0.0697384806973848,0.8346267990441559,3879.0,0.0,20905271.35,0.2598362141945221,0.2253708946449319
2018-05-31,2018,19289944.12,15561846.1,7624429.635,11665514.485000001,3.0665389346243246,3.2649332561908344,0.1932663981195608,35888.0,782.0,21.79001337494427,12.32115851039816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.6850533807829181,385.0,562.0,0.9583631672597864,24585.195729537365,0.8027457411012283,0.1534526854219949,0.09846547314578,0.8277805892368754,3700.0,0.0,19289944.12,1.2122202289192745,1.2119639568179237
2018-06-01,2018,19245165.78,15287542.6,5475155.765000001,13770010.015,6.6581083476770235,5.351339925990635,0.2056424571885398,47179.0,725.0,15.367006507132407,7.203991936816364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.9106366024660952,0.1517241379310344,0.1006896551724138,0.8355221131277778,3466.0,0.0,19245165.78,0.7671977976558413,0.7936927913088094
2017-06-01,2017,17639270.88,14102311.81,5807751.43,11831519.45,4.927361384416579,3.935562992057371,0.20051617178861525,35023.0,657.0,18.759101162093483,8.001373626373626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.8655457560730433,0.1567732115677321,0.0928462709284627,0.8925097883637694,3218.0,0.0,17639270.88,0.5707132488987413,0.5692440811755254
2018-06-02,2018,17529108.34,13707707.44,5291724.53,12237383.809999999,4.78034330148295,4.871958100047266,0.2180031537188845,29884.0,646.0,21.616918752509704,7.514132083275886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9036311666093164,0.1253869969040247,0.088235294117647,0.8414175401234356,3193.0,0.0,17529108.34,0.5110221489063268,0.5098298509777154
2017-06-02,2017,17528852.88,14154253.77,5475155.765000001,12053697.114999998,5.828232607988552,4.790012944014443,0.19251682543644005,34130.0,647.0,18.956929387635512,7.188195643817847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.897670583214598,0.1236476043276661,0.0834621329211746,0.8997342956762839,3167.0,0.0,17528852.88,0.5093530251384687,0.5065810852826867
2017-03-30,2017,17516038.82,16224964.49,5310429.045,12205609.775,4.949364528098758,5.658406888929727,0.07370812221116098,26971.0,725.0,26.88072374031367,11.02888346026728,1.0,1.0,12.0,12.0,12.0,0.0,1.0,0.1199999920986701,0.1199999920986701,2.5649493574615367,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.7002258496048466,0.1144827586206896,0.0951724137931034,0.8919272390499919,3435.0,2101924.52,17516038.82,0.2154490817852152,0.2383467659358557
2016-04-28,2016,17388183.19,13978683.94,5557754.18,11830429.010000002,4.778897731790042,5.1927484244201345,0.19608139693172866,34354.0,677.0,19.70658438609769,8.81904382998475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0717293173115339,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9757193732853552,0.1329394387001477,0.1004431314623338,0.8983125792568786,3231.0,0.0,17388183.19,0.6105812757871266,0.6066311303621711
2014-04-29,2014,17347427.27,13752034.86,6400896.15,10946531.12,3.133118697058619,2.8825644100429795,0.20725796131266905,32248.0,700.0,21.706772513024063,13.669277375498744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278651662302915,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0062754151389992,0.1457142857142857,0.0942857142857142,0.863458386472313,3503.0,0.0,17347427.27,0.362717722226531,0.3575332684463876
2017-05-31,2017,17314841.86,13846685.08,7168556.6850000005,10146285.174999999,3.053316100658472,3.1808905944630292,0.20029965090307786,33594.0,652.0,19.408227659701137,11.78713140900957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0.6698841698841699,347.0,518.0,0.9581720077220076,22504.0888030888,0.8514026359076918,0.1273006134969325,0.0858895705521472,0.8748041236802842,3245.0,0.0,17314841.86,0.5513163756946838,0.5610476457101111
