week_start,iso_year,iso_week,week_id,month,quarter,revenue_w,cogs_w,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,pageviews_per_session,orders_count,active_customers,cancelled_orders,created_orders,delivered_orders,paid_orders,returned_orders,shipped_orders,orders_payment_apple_pay,orders_payment_bank_transfer,orders_payment_cod,orders_payment_credit_card,orders_payment_paypal,cancel_rate,cod_order_share,units,gross_before_discount,discount_amount,net_item_revenue_before_refund,top_product_revenue,streetwear_revenue,promo_line_revenue,promo_line_discount_amount,promo_orders,top_product_revenue_share,streetwear_revenue_share,promo_order_share,promo_discount_rate,stock_on_hand,units_received,inventory_units_sold,stockout_days,days_of_supply,fill_rate,stockout_sku_days,active_sku_days,reorder_sku_days,sell_through_rate,days_to_promo,days_since_promo_start,days_until_promo_end,active_promo_count,avg_promo_discount_value,stackable_promo_count,promo_start_day,promo_end_day,promo_seg_code,promo_discount_value,promo_type_fixed,promo_impact_score,promo_projected_flag,active_promo_count_actual,avg_promo_discount_value_actual,is_month_start,is_month_end,is_payday_window,is_holiday,is_tet_window,is_hung_kings_day,is_lunar_holiday,is_black_friday_window,is_double_day_sale,is_1111_1212,is_year_end_window,is_new_year_window,is_operational_crisis,internal_stress_regime,time_index_day,promo_flag,orders_per_1000_sessions,orders_per_session,revenue_per_session,stockout_rate,stock_pressure_index,promo_margin_pressure_actual,orders_per_session_lag_14d,revenue_per_session_lag_28d,funnel_efficiency_lag_28d,streetwear_concentration_risk,expected_orders_per_1000_sessions,expected_cancel_rate,expected_cod_order_share,expected_stockout_rate,expected_fill_rate,expected_stock_pressure_index,expected_top_product_revenue_share,expected_promo_order_share,expected_promo_discount_rate,expected_promo_margin_pressure_actual,expected_streetwear_concentration_risk,expected_lost_sales_index,promo_margin_pressure,is_payday_month_start,is_payday_month_end,is_payday_month_edge,is_payday_promo,payday_expected_conversion,payday_expected_top_mix,revenue_lag_1d,revenue_lag_7d,revenue_lag_14d,revenue_lag_28d,revenue_ma_7d,revenue_ma_28d,revenue_shock_7d,cogs_lag_1d,cogs_lag_7d,cogs_lag_14d,cogs_lag_28d,cogs_ma_7d,cogs_ma_28d,cogs_shock_7d,days_in_spine,revenue_days,cogs_days,lv1_non_holiday_days,revenue_w_non_holiday,cogs_w_non_holiday,holiday_days,complete_spine_week,complete_target_week,revenue_w_lv1_target,cogs_w_lv1_target,has_holiday,time_index_week,week_sin,week_cos,month_sin,month_cos,promo_active_days,promo_has_active,promo_discount_sum,lv1_active_promo_count,lv1_avg_promo_discount_value,promo_start_days,promo_end_days,is_month_start_week,is_month_end_week,is_payday_week,is_payday_month_start_week,is_payday_month_end_week,is_payday_month_edge_week,is_payday_promo_week,is_tet_like_period,is_black_friday_like_period,revenue_w_shock_4w,cogs_w_shock_4w
2012-07-02,2012,27,2012-W27,7,3,,,0.0,0.0,0.0,0.0,0.0,0.0,513.0,511.0,42.0,7.0,406.0,11.0,37.0,10.0,56.0,21.0,71.0,282.0,83.0,0.08660517070334801,0.14034408109268443,2404.0,15958133.65,0.0,15958133.65,12517284.1,14541977.530000001,0.0,0.0,0.0,0.7859848498496597,0.9139984890016318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.315190749659397,0.09090909090909091,0.14912280701754385,0.6735036898915356,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13597281.75,0.0,0.0,0.0,10980098.069166668,0.0,0.6780217509316651,10759450.879999999,0.0,0.0,0.0,8640383.183333334,0.0,0.641930344947372,5,5,5,5,15958133.65,12568073.67,0,False,False,,,0.0,0.0,-0.05924062789371389,-0.9982437317643215,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-09,2012,28,2012-W28,7,3,33180026.28,26002754.56,0.0,0.0,0.0,0.0,0.0,0.0,1294.0,1285.0,120.0,14.0,1028.0,33.0,61.0,38.0,137.0,60.0,205.0,707.0,185.0,0.09591613863022667,0.15871522057744344,6474.0,33180026.28,0.0,33180026.28,24227927.92,28213723.74,0.0,0.0,0.0,0.7337737284835716,0.8505272073403357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6284556917773537,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31592036.9,15958133.65,0.0,0.0,26465153.66785714,19576558.48097511,2.18232550723155,24656895.3,12568073.67,0.0,0.0,20725292.49042857,15325621.713045456,2.132068462463714,7,7,7,7,33180026.28,26002754.56,0,True,True,33180026.28,26002754.56,0.0,1.0,-0.1768902751225729,-0.9842305779475968,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-16,2012,29,2012-W29,7,3,31317337.6,24742285.78,0.0,0.0,0.0,0.0,0.0,0.0,1355.0,1343.0,123.0,7.0,1095.0,28.0,74.0,28.0,144.0,63.0,201.0,741.0,206.0,0.09076424027766261,0.15020677222169546,6880.0,31317337.6,0.0,31317337.6,23012835.82,25140368.85,0.0,0.0,0.0,0.7350827866271834,0.8028906429576216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8579934709542402,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32148628.31,33180026.28,15958133.65,0.0,32573209.084285714,29316290.709427133,1.3331562878424972,25365111.45,26002754.56,12568073.67,0.0,25575231.85857143,22994117.4845281,1.357749574432824,7,7,7,7,31317337.6,24742285.78,0,True,True,31317337.6,24742285.78,0.0,2.0,-0.29205677063697566,-0.9564009842765224,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-23,2012,30,2012-W30,7,3,34213522.89,26865359.12,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,1471.0,137.0,14.0,1179.0,32.0,85.0,36.0,169.0,62.0,211.0,839.0,202.0,0.09064465427955455,0.1400400074254838,7278.0,34213522.89,0.0,34213522.89,24360636.51,27638537.4,0.0,0.0,0.0,0.7120418012720439,0.8088466941655826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8375435714094189,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,1.4213950790289736,0.5833333649979033,32526873.810000002,31317337.6,33180026.28,0.0,32011053.097142857,30198532.86540131,1.0723701107700077,25577369.59,24742285.78,26002754.56,0.0,25311401.63857143,23752570.98482255,0.9923087199636069,7,7,7,7,34213522.89,26865359.12,0,True,True,34213522.89,26865359.12,0.0,3.0,-0.403123429287972,-0.9151456172430186,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028880074594453325,0.024839250723906334
2012-07-30,2012,31,2012-W31,7,3,52619226.56,41253765.9,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,2078.0,193.0,23.0,1686.0,43.0,109.0,42.0,231.0,100.0,296.0,1166.0,303.0,0.09075792761034955,0.1362070578856547,10392.0,52619226.56,0.0,52619226.56,37616485.31,43182370.04,0.0,0.0,0.0,0.7168373281661408,0.8265001030400431,0.0,0.0,23698.0,8796.0,7451.0,402.0,13.321880650994574,0.13801070524412298,264.0,395.0,0.0,0.034792585895117537,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,0,0,0,0,0,0,0,0,0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.09547920433996383,0.0,0.0,0.0,0.0,0.0,0.8268483257003982,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,1.0,1.0,2.0,0.0,1.137116063223179,0.46666669199832267,55064202.02,34213522.89,31317337.6,15958133.65,44767201.68285714,34085485.99966728,2.079875549734002,43209998.7,26865359.12,24742285.78,12568073.67,35154568.571428575,26794574.062851038,2.029380648257013,7,7,7,7,52619226.56,41253765.9,0,True,True,52619226.56,41253765.9,0.0,4.0,-0.5085311186492202,-0.8610436117673557,-0.4999999999999997,-0.8660254037844388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03981001517245304,0.03847007515453902
2012-08-06,2012,32,2012-W32,8,3,22499784.85,17844886.54,0.0,0.0,0.0,0.0,0.0,0.0,898.0,894.0,89.0,6.0,705.0,21.0,59.0,18.0,96.0,58.0,128.0,491.0,125.0,0.09978930060576707,0.14108633045842003,4497.0,22499784.85,0.0,22499784.85,16078686.27,18734313.13,0.0,0.0,0.0,0.7072915805195686,0.8291652040601123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8191821570876537,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21470827.21,52619226.56,34213522.89,33180026.28,36979345.63428572,36582702.37464286,2.4711728172693146,17054024.4,41253765.9,26865359.12,26002754.56,29083207.811428573,28781102.47,2.4974227304301637,7,7,7,7,22499784.85,17844886.54,0,True,True,22499784.85,17844886.54,0.0,5.0,-0.6068001458185934,-0.7948544414133533,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3908461548629172,0.38826586717892886
2012-08-13,2012,33,2012-W33,8,3,28435954.3,22611770.36,0.0,0.0,0.0,0.0,0.0,0.0,1129.0,1123.0,91.0,7.0,925.0,23.0,61.0,22.0,127.0,48.0,169.0,622.0,163.0,0.07799252380803566,0.14911404185082952,5784.0,28435954.3,0.0,28435954.3,20206698.54,22886336.009999998,0.0,0.0,0.0,0.7141417960658291,0.8065140397122933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8158159837546958,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27919835.2,22499784.85,52619226.56,31317337.6,25327370.164285716,34771242.64464286,1.008729871175427,22259244.21,17844886.54,41253765.9,24742285.78,20140210.435714286,27422347.114285715,1.0190036976872558,7,7,7,7,28435954.3,22611770.36,0,True,True,28435954.3,22611770.36,0.0,6.0,-0.6965510290629969,-0.7175072570443312,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601192935036011,0.35523499678812404
2012-08-20,2012,34,2012-W34,8,3,30272684.29,23843105.72,0.0,0.0,0.0,0.0,0.0,0.0,1247.0,1235.0,125.0,14.0,996.0,30.0,63.0,19.0,128.0,56.0,198.0,676.0,189.0,0.10073674973796916,0.1579849562094072,6195.0,30272684.29,0.0,30272684.29,21987945.33,24063440.72,0.0,0.0,0.0,0.7273132498352757,0.7957989259715158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8153212249897948,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.5685580316115895,0.23333334599916133,29896780.689999998,28435954.3,22499784.85,34213522.89,28927085.032857142,34000250.62857143,0.8601998890918059,23372964.64,22611770.36,17844886.54,26865359.12,22860302.914285712,26809572.433214284,0.8454872520056025,7,7,7,7,30272684.29,23843105.72,0,True,True,30272684.29,23843105.72,0.0,7.0,-0.7765238627180425,-0.6300878435817109,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17438437224751566,0.1669681779805873
2012-08-27,2012,35,2012-W35,8,3,52146651.76,41054211.1,0.0,0.0,0.0,0.0,0.0,0.0,2153.0,2134.0,208.0,33.0,1701.0,45.0,119.0,47.0,240.0,94.0,291.0,1217.0,311.0,0.0932615957608758,0.13312064317384603,11047.0,52146651.76,0.0,52146651.76,39324581.67,40261912.73,0.0,0.0,0.0,0.7523481511779424,0.7770272220527704,0.0,0.0,26249.0,11799.0,9983.0,699.0,14.204322863897332,0.1349884160756501,300.0,423.0,0.0,0.041263964876730834,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,1,0,0,0,0,0,0,0,0,0.0,0.0,399.0,0.0,0.0,0.0,0.0,0.10131712259371835,0.0,0.0,0.0,0.0,0.0,0.806012235710248,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,1.0,1.0,2.0,0.0,1.989953110640563,0.8166667109970647,53839756.85,30272684.29,28435954.3,52619226.56,40297251.76142857,32882763.14821428,2.826554967866739,42585056.3,23843105.72,22611770.36,41253765.9,31730546.172857143,25953566.83357143,2.8709066015664604,7,7,7,6,49559552.32,39108113.82,1,True,True,52146651.76,41054211.1,1.0,8.0,-0.845596003501826,-0.533823377964791,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0951740005895643,0.09645443200954575
2012-09-03,2012,36,2012-W36,9,3,24175127.439999998,19028198.49,0.0,0.0,0.0,0.0,0.0,0.0,939.0,935.0,78.0,9.0,759.0,22.0,61.0,10.0,98.0,47.0,118.0,521.0,155.0,0.08418426704798558,0.1262632226634796,4692.0,24175127.439999998,0.0,24175127.439999998,17378304.55,19255105.39,0.0,0.0,0.0,0.7106887257838714,0.7956066500678884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7910858531529009,6.315190749659398,0.09090909090909091,0.14912280701754385,0.6735036898915355,0.9622275493663425,0.0,0.8166667109970647,0.0,0.0,0.0,0.8052508046848598,1.3402407627275585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22303725.46,52146651.76,30272684.29,22499784.85,39285616.648571424,33459330.901785713,2.8829185619951936,17384819.97,41054211.1,23843105.72,17844886.54,30933746.372857142,26416201.47392857,2.8844560775895727,7,7,7,6,19716626.02,15438722.69,1,True,True,24175127.439999998,19028198.49,1.0,9.0,-0.9027978299657435,-0.4300652022765204,-1.0,-1.8369701987210297e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641444971417182,0.5587152396969883
